Price;RegistrationYear;Power;Kilometer
2200;1996;150;150000
1800;2001;107;150000
850;1992;75;125000
8950;2010;105;125000
1490;1998;115;150000
2500;2004;0;150000
3300;2008;60;125000
2750;2004;90;150000
12500;2010;105;60000
15981;2009;0;80000
1600;1999;75;150000
1099;2016;0;150000
8800;1991;98;150000
2380;2005;71;40000
3300;2017;0;150000
3700;2001;145;125000
7990;2017;250;150000
1650;2000;54;100000
18900;2015;110;20000
630;1998;122;150000
1350;1999;120;125000
5900;2009;80;30000
15999;2012;122;70000
1850;2001;101;150000
0;1993;122;150000
4800;2006;177;150000
4200;2007;105;125000
4950;2006;116;150000
8400;2006;170;150000
3600;2008;60;90000
4600;1997;136;150000
1250;2001;150;150000
2150;2000;125;150000
649;1996;39;125000
0;1985;34;5000
8500;2009;102;50000
6900;2007;105;150000
1200;1997;177;150000
5400;2006;102;150000
450;2001;75;125000
2150;2006;101;150000
850;2001;0;150000
4990;2006;109;150000
900;1998;125;150000
3900;2010;60;100000
3800;2005;75;125000
6750;2004;105;150000
1299;1999;170;150000
2400;2004;105;150000
7200;2009;105;60000
8450;2005;163;150000
700;2016;75;150000
5900;2002;192;150000
625;1999;90;125000
1500;2018;73;150000
4999;2007;105;150000
8450;2012;82;70000
500;2000;75;150000
799;2002;0;150000
6200;2002;240;150000
3000;2000;143;150000
15999;2009;122;125000
14590;2011;105;60000
850;1996;54;80000
5995;2004;116;150000
4499;2001;184;150000
2000;2003;0;150000
799;2001;50;150000
6200;2004;136;100000
6290;2018;140;150000
229;1996;60;150000
350;1996;0;150000
450;2001;55;150000
2850;2007;88;150000
1800;1996;77;150000
450;1995;150;150000
600;1998;0;150000
18950;2016;189;5000
2099;1999;165;150000
1699;2000;54;150000
6500;2005;250;150000
0;1999;60;150000
580;1996;116;150000
3800;2007;110;90000
1750;1997;150;150000
11900;2010;156;90000
17250;2008;197;125000
6900;2003;163;100000
16900;2011;140;80000
1250;1999;88;150000
14700;2009;160;80000
6250;2004;110;90000
7300;2010;69;90000
4900;2009;77;100000
9690;2006;150;80000
3000;2001;170;150000
1650;2017;193;150000
2300;2018;0;150000
7999;2009;86;70000
15990;2014;120;5000
8900;2008;0;150000
300;2001;75;5000
549;1996;90;150000
4100;2003;131;150000
3450;2001;150;125000
4200;1999;136;150000
12500;2013;105;30000
4900;2004;150;150000
1750;1993;174;125000
6666;2014;69;40000
360;1994;72;150000
11300;2004;250;150000
4300;2004;116;150000
3290;2003;109;90000
4650;2010;90;150000
4650;2006;109;100000
2099;2009;75;150000
700;1995;101;150000
6199;2004;179;150000
16790;2010;170;90000
1650;2000;90;150000
55;2011;0;50000
3200;1999;6;20000
1200;2000;90;150000
9900;2005;254;100000
1800;1997;165;150000
5950;2005;150;150000
1490;1998;75;150000
8900;2004;190;100000
4750;2011;90;150000
10590;2011;131;30000
4900;1978;90;125000
7000;2011;200;50000
1;1986;90;150000
350;1998;125;150000
6700;2010;150;150000
6000;2006;0;150000
600;2000;101;150000
2222;2005;105;150000
4500;2011;68;100000
3890;2005;145;150000
899;1994;102;150000
3999;2002;102;150000
0;2000;0;150000
2990;2007;102;150000
5890;2009;120;150000
9790;2005;122;125000
8099;2007;122;125000
1850;1999;101;150000
500;1910;0;150000
2100;2002;68;150000
300;1985;100;150000
1299;1992;80;125000
9200;1987;163;150000
850;1997;150;150000
850;2018;102;150000
2990;2005;101;150000
6000;1998;102;150000
2150;1995;100;150000
1200;2001;0;150000
7250;2002;150;125000
400;1996;0;150000
9999;2003;275;150000
9900;2011;120;150000
800;1997;193;150000
949;1998;54;80000
5650;2017;163;150000
555;1989;90;150000
500;1992;0;80000
5500;2006;105;150000
9999;1980;185;150000
14900;2017;140;40000
0;1999;90;150000
6500;2011;87;80000
14399;2013;135;30000
10900;2009;136;150000
6500;2010;101;50000
11500;2005;299;150000
4200;2008;144;150000
5700;2006;80;50000
888;1998;45;150000
1699;2003;75;150000
50;1991;68;150000
15500;2008;218;100000
750;1998;60;125000
800;1994;75;125000
8590;2000;163;150000
3250;2003;163;150000
700;2002;75;150000
1200;2001;0;150000
1350;1996;103;150000
570;2016;0;150000
3800;2008;60;100000
13200;2010;136;125000
1600;2001;101;150000
80;1996;50;150000
500;1996;55;150000
2000;1997;150;150000
120;1991;75;150000
1390;2002;101;90000
2055;2001;131;150000
8499;2006;200;150000
8500;2011;75;100000
9500;2010;140;150000
700;1997;75;125000
650;1996;101;150000
4000;2006;150;150000
950;2002;0;150000
490;1997;54;150000
16000;1983;294;90000
690;1999;0;150000
5890;2011;87;80000
13250;2004;306;100000
1300;2002;75;150000
650;1997;75;150000
12900;2011;122;90000
1200;1995;60;150000
1600;1997;150;150000
300;1997;60;150000
1650;2002;90;150000
1499;2007;90;150000
150;2000;0;5000
1450;1997;113;150000
3550;2006;68;60000
7890;2008;103;60000
16800;2013;0;70000
1390;1998;75;125000
0;2005;0;150000
0;2015;0;5000
6500;2006;0;150000
10200;2011;75;70000
6700;2002;218;150000
600;1999;75;150000
800;2000;84;150000
4750;2007;120;150000
8700;2005;280;150000
4950;2005;70;125000
1690;1997;170;150000
3800;1992;69;125000
799;2005;103;150000
650;1998;0;150000
7890;2001;292;150000
5850;2004;150;150000
3300;2005;135;150000
14000;2006;265;150000
350;1997;85;150000
3000;2005;76;125000
1190;2018;0;125000
5500;2009;105;150000
2400;2005;109;150000
11500;2009;143;125000
5299;2002;163;150000
0;1999;75;150000
1900;1999;125;150000
15999;2012;194;100000
14400;2011;200;125000
1150;1998;45;150000
13999;2010;220;150000
700;1997;75;150000
0;2016;131;150000
4850;2002;143;150000
6850;1993;192;150000
4800;2006;84;150000
2500;2005;0;150000
4790;2005;125;90000
3500;2003;131;150000
2590;2003;60;150000
2900;2004;61;150000
1600;2017;116;150000
1400;2017;90;150000
1250;2002;0;150000
850;1996;0;150000
2400;2004;60;80000
12999;2013;116;40000
12499;2004;340;150000
3490;2007;86;150000
850;2002;58;150000
800;2017;75;150000
1950;2001;105;150000
1200;2001;69;150000
900;2003;60;150000
13950;2010;140;125000
4000;2006;0;150000
400;1998;45;150000
6900;2005;105;150000
6800;2014;75;20000
6666;2000;0;125000
2500;1985;45;90000
1250;1993;150;150000
800;1998;114;125000
800;1999;125;125000
899;1997;114;150000
19200;2014;131;20000
1900;2005;94;150000
5350;2005;177;150000
1900;2000;150;150000
3500;2005;101;125000
900;2016;0;150000
370;1998;75;150000
1500;2003;116;150000
1000;2000;55;150000
1550;2001;65;150000
1500;1999;101;150000
1999;2003;50;80000
500;1996;75;150000
200;1996;60;150000
2499;2003;107;150000
350;1994;101;150000
7100;2003;235;150000
3500;2005;75;150000
750;1997;60;100000
1300;1999;245;150000
3000;2000;101;125000
2950;2001;68;150000
2000;2002;143;150000
750;2001;0;60000
0;2006;143;150000
4500;2002;193;150000
5800;2000;0;150000
4750;1999;179;150000
12800;2009;177;150000
1500;2017;101;150000
300;1996;60;150000
900;2016;0;5000
4495;2006;82;125000
3500;2007;150;60000
5900;1988;299;150000
3650;2005;145;150000
650;1996;75;150000
3500;2004;136;150000
2500;2000;160;150000
8750;2003;163;150000
2200;2004;75;150000
650;1988;160;150000
8999;2005;224;150000
10900;2005;140;150000
9600;2010;116;125000
0;2003;116;150000
16500;2006;300;40000
18750;2008;184;40000
20000;1950;0;5000
6700;2002;143;150000
1399;1998;75;150000
5550;2018;105;5000
11300;2012;116;40000
3950;2007;90;150000
3800;2002;116;150000
850;2000;101;150000
1300;2003;101;150000
1500;1991;90;90000
0;2017;90;30000
300;1995;115;150000
350;1996;60;125000
7100;2008;105;150000
6600;2005;140;150000
3600;2007;69;125000
300;2016;75;100000
10999;2006;170;20000
4000;2008;80;100000
1700;2000;116;150000
13500;2009;131;150000
2099;1996;90;150000
11499;2009;160;100000
11950;2010;105;100000
3900;1986;45;60000
17999;2006;306;100000
18000;2015;85;30000
3700;2006;0;150000
4700;2002;150;150000
850;1997;60;125000
1200;1996;75;150000
9900;2010;143;125000
1699;2002;125;150000
701;1996;90;125000
2000;2001;68;150000
1350;2003;200;150000
1200;1997;90;150000
350;1998;0;150000
199;2000;0;80000
7850;2005;131;100000
7500;2011;75;80000
850;1998;75;150000
6000;1998;76;150000
4490;1998;116;150000
14400;1994;320;125000
900;2017;75;150000
9000;2010;120;5000
599;1997;86;150000
1500;1998;75;150000
3900;2003;135;150000
1700;1991;75;150000
2000;2000;90;150000
7650;2006;170;100000
1200;2003;150;150000
4950;1998;101;100000
2550;2002;203;150000
5990;1998;150;150000
1000;2000;0;150000
10920;2012;90;90000
700;1996;60;150000
3800;2017;170;150000
1850;1986;26;40000
1999;2000;101;150000
1150;1999;136;150000
12000;2006;250;150000
2900;1992;150;150000
1999;1994;116;150000
0;2002;102;150000
7000;2003;231;125000
1600;2003;54;150000
1298;2001;75;125000
1399;1999;101;150000
750;1999;54;150000
800;1999;75;5000
10990;2010;170;150000
3899;2017;102;150000
18000;2013;120;20000
10490;2009;160;150000
6999;2010;82;70000
1700;2006;671;100000
300;1994;92;150000
250;1996;101;150000
12450;2004;218;150000
550;1994;120;150000
2100;2002;224;150000
4699;2010;69;125000
1000;2017;102;150000
4950;2009;90;125000
8450;2008;177;150000
350;2000;0;150000
5500;2006;140;150000
13750;2008;140;100000
650;1992;99;150000
11890;2011;116;80000
2500;2005;0;150000
5500;2008;105;150000
4500;2003;140;150000
3400;2006;75;150000
9000;2003;170;125000
6000;2016;80;125000
10900;2007;184;150000
1950;2002;110;150000
6800;2002;177;150000
950;1999;50;150000
19999;2012;185;40000
1200;1999;75;150000
4000;2006;88;100000
450;2017;60;150000
1600;1992;75;100000
8000;2008;260;150000
1800;2007;69;125000
2500;2006;77;150000
1200;1995;193;150000
5900;2011;60;60000
9000;2008;204;150000
10999;2013;105;70000
6999;2009;75;150000
1;1961;20;30000
7300;2002;118;150000
480;1997;0;150000
3499;2002;223;150000
12000;2011;179;40000
4450;2008;71;100000
13499;2009;224;150000
10890;2012;102;30000
50;2017;0;150000
3950;2003;143;150000
13900;2008;184;60000
1850;2000;101;150000
5100;2006;109;80000
4899;2009;58;40000
4200;2002;143;150000
11235;2012;95;40000
12500;2012;140;150000
850;2016;50;150000
3200;1999;75;150000
1200;1999;75;150000
2400;2003;131;150000
200;2000;65;100000
1800;2000;90;150000
8000;2006;136;90000
1790;2003;109;150000
9000;2008;0;150000
7800;2005;150;150000
600;1992;133;150000
13490;2009;140;125000
8000;2011;140;70000
2200;2003;101;150000
5400;2006;125;100000
5700;2001;163;70000
3500;2001;131;150000
4100;2008;156;70000
600;1998;101;150000
18800;2011;170;125000
6500;2007;129;100000
444;2017;75;150000
2500;2004;0;150000
10900;2014;86;40000
12350;2011;182;80000
3890;2009;109;150000
4500;2007;163;150000
600;2016;0;150000
1600;1989;75;150000
7800;2005;179;150000
890;2003;116;150000
950;1995;211;150000
6900;2010;101;125000
10990;2009;136;125000
1450;2001;45;125000
1490;1997;141;150000
19000;2010;163;80000
2400;2003;75;150000
800;1995;105;150000
750;1996;125;150000
5400;1989;98;150000
5950;2005;231;150000
3500;1999;0;90000
1290;2000;60;150000
5500;1996;102;150000
650;1999;60;150000
3495;2016;136;150000
9999;2010;140;150000
1490;2003;75;150000
3750;2002;131;150000
1600;2003;107;150000
5699;2005;122;150000
10499;2011;105;80000
1900;2003;131;150000
6400;2006;163;150000
12800;2007;177;150000
6900;2009;90;90000
1500;2001;0;150000
19911;1986;0;150000
600;2017;75;150000
18999;2011;185;60000
2400;2001;130;150000
3700;2006;140;150000
3500;1995;150;80000
10400;2010;170;150000
2990;2002;155;150000
3499;2003;150;150000
4600;1990;132;150000
14999;2008;235;150000
1800;1997;71;125000
750;1999;60;150000
15000;2014;86;30000
800;1997;114;150000
1200;1995;101;150000
1500;1991;70;150000
1150;2000;165;150000
3499;2003;84;80000
2799;2004;75;150000
8300;2008;170;150000
1150;2001;43;150000
16400;2010;163;150000
0;1997;105;150000
1399;1998;118;150000
2450;2005;73;150000
3690;2004;143;150000
10000;2004;143;150000
1399;1999;68;150000
8790;2006;179;150000
2650;1999;218;150000
2500;2001;0;150000
7400;2000;218;150000
1100;1998;90;150000
950;1994;115;150000
890;1997;54;150000
1999;1997;200;150000
1599;2017;0;150000
1950;2000;99;125000
6500;2005;177;150000
1750;2017;170;150000
850;1996;90;150000
200;1994;71;150000
6690;2014;105;5000
700;2016;0;150000
9999;2007;340;150000
10750;2006;272;150000
350;1994;122;150000
5300;2004;140;150000
2190;2000;75;150000
2150;2004;75;150000
4850;1999;150;150000
8200;2002;192;150000
200;1995;75;150000
990;1997;175;150000
2150;2017;0;100000
8700;2002;290;150000
6800;2008;105;100000
6900;2007;140;80000
350;1998;80;150000
10700;2013;95;70000
3650;2017;170;150000
1500;1989;100;150000
799;1997;116;150000
8500;2007;75;70000
9200;2006;140;125000
3000;2006;0;150000
1600;2002;54;100000
0;2008;0;150000
4900;2000;116;125000
1100;1999;0;150000
3990;2007;68;40000
12900;2011;120;5000
500;1994;122;150000
2750;2005;69;90000
4390;2008;126;150000
4500;2004;136;150000
2000;1989;57;150000
1640;2003;65;150000
50;1990;0;150000
1500;2003;133;150000
1500;1997;170;150000
1600;1998;60;150000
3999;1995;150;150000
2600;2001;60;150000
12700;2009;170;90000
7000;2010;105;100000
4350;1994;0;150000
11500;2007;170;90000
5500;2009;69;150000
17777;2011;177;80000
8980;2009;143;150000
9990;2008;140;150000
3100;2002;75;125000
1600;2000;75;150000
9500;2009;160;90000
4300;2009;65;40000
700;1998;90;150000
8500;2016;69;5000
270;1995;0;150000
7900;2008;122;90000
2000;2003;116;150000
8700;2005;190;150000
3400;2008;170;150000
5900;2008;0;90000
1700;2003;75;150000
1800;2002;125;150000
150;1993;54;150000
4900;2009;77;60000
6750;2011;84;50000
0;2016;55;150000
2500;2017;150;150000
300;1996;106;150000
640;1997;0;150000
1650;2017;0;150000
0;2003;80;5000
1000;2001;101;150000
0;1999;64;150000
6600;2016;279;150000
6400;1996;190;40000
1350;1997;122;150000
9150;2008;173;150000
9199;2011;140;150000
3399;2001;82;150000
899;2000;90;150000
8300;2013;87;30000
4300;2005;143;150000
4499;2000;197;150000
3300;2004;116;150000
4950;1996;0;150000
250;1998;0;150000
6950;2005;204;150000
500;1995;45;150000
1300;2003;144;150000
1800;2005;66;100000
1850;2002;0;150000
1600;1992;75;5000
1150;2017;125;150000
18500;1984;136;80000
14250;2014;105;30000
5500;2005;90;30000
2500;2006;84;150000
19999;2010;211;70000
6900;2006;140;150000
2700;2006;80;150000
300;1996;106;150000
6200;2006;105;150000
350;2016;190;150000
3300;2009;69;150000
1100;1998;0;150000
2800;2000;150;150000
650;1993;75;150000
4900;2003;192;150000
850;2000;101;150000
1099;1997;54;150000
3000;1999;101;100000
2750;2002;150;150000
3499;2017;0;150000
2600;2017;54;100000
16200;2009;184;70000
9900;1988;143;90000
890;2001;60;90000
1000;2002;133;150000
599;2016;44;150000
950;1996;115;150000
1600;2002;80;150000
2200;2001;50;150000
795;2003;116;150000
950;1998;60;150000
1800;2003;100;150000
4900;2002;231;150000
9999;2001;286;150000
8000;1972;82;150000
5650;2009;77;30000
8000;2006;232;150000
1200;2002;75;150000
3299;2009;0;150000
6500;2011;69;30000
0;1995;0;5000
900;2001;101;150000
800;1998;58;80000
3500;2000;0;90000
18800;2015;86;10000
2700;2006;101;150000
4700;2002;163;90000
17299;2012;184;125000
2300;2005;80;150000
1300;2004;118;150000
199;1990;90;150000
4000;1996;77;150000
4899;2001;192;150000
6150;2016;110;150000
14500;2011;239;60000
1700;2016;68;125000
11490;2010;140;150000
1400;2000;136;150000
3750;2004;150;150000
1000;2000;58;150000
2151;2004;105;150000
6700;2001;193;150000
890;1997;116;150000
4300;2002;143;150000
13300;2010;140;150000
3200;2004;131;150000
1150;1999;116;150000
600;2016;75;150000
600;1996;90;150000
2999;2001;170;150000
2850;2003;55;80000
1100;1996;115;5000
8100;2011;86;125000
4500;1996;102;150000
1780;2000;58;125000
1150;1999;150;150000
350;1998;0;150000
7999;1992;140;125000
19499;2006;306;125000
9500;2011;116;60000
790;1998;82;150000
3450;2004;155;150000
700;1996;88;150000
5500;2007;143;150000
17500;2014;163;60000
10950;2010;0;150000
2860;2003;131;150000
7500;2006;163;150000
3300;2003;102;150000
4499;1999;204;150000
4490;2006;88;150000
1900;1998;90;125000
5250;2005;140;150000
700;1994;75;150000
5750;2007;105;150000
1999;1989;113;150000
8000;2009;110;150000
1950;2004;144;150000
1500;1999;90;150000
2950;2001;50;150000
790;1990;102;150000
600;1992;75;150000
2300;1999;110;150000
8400;2005;200;150000
800;2016;113;150000
1450;2004;60;150000
7790;2005;140;150000
9400;2010;135;60000
1049;1990;118;150000
3500;2005;60;80000
4300;2003;116;150000
650;2003;82;150000
400;2016;0;150000
6999;2015;75;20000
1999;1997;101;150000
1350;2000;60;80000
13600;2007;218;150000
890;2001;58;150000
11500;2009;122;40000
3590;2004;69;80000
200;1995;115;150000
0;1991;34;150000
4350;2004;150;150000
6850;2005;109;150000
1850;2001;101;150000
1480;1992;75;90000
8500;2009;122;80000
1;2004;122;150000
1200;1994;116;150000
999;2002;120;150000
999;2018;54;150000
3450;2004;95;150000
1950;1991;109;150000
3750;1998;0;150000
1200;2001;50;150000
2500;2005;58;70000
4850;1999;265;150000
8900;2005;129;90000
800;2004;60;150000
4900;2005;102;125000
5350;2006;140;150000
1200;2001;197;150000
150;1996;90;150000
1450;2001;50;150000
499;1998;44;150000
1750;2001;88;150000
0;1995;90;150000
1000;2000;102;150000
1250;1999;60;80000
17350;2011;150;80000
2650;2003;135;150000
6777;2008;140;150000
799;2000;102;100000
180;1995;90;150000
17450;2011;143;80000
18500;2011;204;150000
2000;2001;180;150000
10000;2014;102;30000
350;1995;45;70000
749;2003;60;150000
6100;2008;80;100000
999;2004;150;150000
2750;2006;184;150000
1390;1999;107;150000
700;1998;75;80000
0;1986;0;150000
4150;2009;65;60000
2000;2000;0;5000
0;2001;170;150000
12800;2013;98;30000
3600;1987;54;50000
1190;2000;58;150000
550;2001;50;150000
2499;2003;125;50000
499;2017;0;150000
350;2000;45;150000
550;2017;60;150000
999;1995;82;150000
5700;2008;120;125000
650;2002;101;150000
2999;2003;131;150000
990;1991;54;150000
6500;2010;105;90000
8900;2009;88;100000
6050;2000;129;150000
4000;2008;77;125000
1500;2001;75;150000
4000;2003;163;150000
11800;2009;170;125000
3350;2003;163;150000
1050;2003;111;150000
900;2017;64;150000
8990;2006;232;150000
500;1996;90;150000
3999;2005;125;150000
8300;2003;218;125000
1950;2000;141;150000
1990;1999;123;125000
475;1995;150;5000
7499;2005;179;150000
11500;2010;150;125000
300;1996;75;150000
1400;2004;75;150000
2800;2000;170;150000
6800;2006;163;150000
2300;2004;54;90000
989;1996;75;150000
3400;2004;0;150000
6200;2009;116;150000
1550;2002;41;150000
5690;2008;109;150000
7700;2007;170;150000
950;2001;58;150000
0;2016;53;100000
1100;1996;90;150000
10300;2010;122;60000
599;1998;136;150000
5000;2005;150;100000
200;2016;75;150000
1000;1998;73;150000
1200;1998;100;150000
5800;2003;197;150000
6500;2008;204;150000
250;1992;60;125000
4000;2017;0;150000
9990;2011;86;50000
500;1989;90;150000
1500;2003;120;150000
1300;2000;0;150000
19700;2013;122;40000
3000;1989;179;150000
2600;1995;150;100000
200;1997;54;150000
1800;2016;60;150000
999;1991;60;150000
3700;2002;158;150000
1550;1997;150;150000
3499;2005;0;100000
1500;2002;103;100000
3590;1972;98;150000
2700;2002;75;150000
8450;2010;105;90000
14750;2011;105;30000
499;2017;0;150000
16500;2014;105;30000
6800;2009;95;60000
2399;2004;65;150000
15499;2014;110;20000
3000;2000;116;150000
9999;2007;143;80000
1587;1989;118;150000
12000;2009;140;125000
11999;2005;306;150000
5250;2006;141;125000
8400;2008;143;150000
999;2000;50;150000
600;2001;75;150000
1550;2004;75;125000
1850;2001;90;150000
1500;1999;75;150000
12999;2006;174;150000
3500;2004;131;150000
1350;2003;121;150000
3900;2005;136;90000
1250;1998;0;150000
800;1999;0;150000
1500;2002;50;150000
2300;2003;0;150000
1450;2016;101;150000
800;1995;90;150000
5300;2010;109;90000
4650;2007;90;150000
2000;2002;145;150000
3299;2001;136;150000
333;1995;75;150000
0;2017;0;5000
3800;2002;116;90000
1800;2000;50;100000
3100;2005;80;90000
1500;2000;125;150000
8800;2007;171;150000
2800;2002;82;100000
800;1999;54;150000
13990;2002;306;150000
1850;2003;0;150000
6500;2008;0;60000
599;1999;75;150000
4700;2004;136;70000
14890;2010;160;125000
8499;2011;95;150000
3888;2001;114;150000
2900;2004;101;150000
4950;2012;11;20000
3200;2004;116;150000
0;1997;60;150000
390;1996;54;150000
700;1996;45;125000
1100;2016;103;150000
1350;1991;45;80000
4800;2004;116;150000
1444;2005;68;150000
4500;2008;143;150000
2850;2004;125;150000
16290;2009;160;70000
1500;2001;75;150000
4690;2004;90;90000
250;1998;72;125000
6444;2010;69;50000
14500;2007;163;80000
3300;2001;116;150000
350;1995;0;150000
14800;2008;190;150000
3799;2010;88;100000
19980;2013;194;40000
1100;2017;60;150000
4800;2000;115;150000
549;1990;116;150000
999;2003;50;150000
16500;2012;143;100000
5000;2009;140;150000
950;2000;101;150000
1300;1990;75;40000
4490;2008;71;80000
9399;2002;218;125000
1589;1998;90;150000
7777;2006;163;150000
1550;1999;75;150000
1000;1998;101;100000
1400;2001;75;150000
2990;1985;54;80000
16700;2014;120;50000
1000;1994;170;150000
950;1993;80;150000
1150;1997;144;150000
800;2017;0;150000
800;1999;65;150000
3990;2003;75;150000
12999;2011;122;60000
1500;2001;58;125000
350;1997;88;150000
1550;1995;60;150000
1599;1984;54;150000
1650;2000;84;150000
0;1986;0;100000
5500;1993;151;150000
800;1996;64;150000
550;1998;54;150000
10999;2009;170;150000
3799;2002;110;150000
2100;2000;125;150000
1399;1997;125;150000
1199;2000;107;150000
500;1992;105;125000
2590;2001;128;150000
13700;2015;94;20000
2200;2000;150;150000
1300;1998;125;150000
2490;2003;0;150000
800;1997;75;150000
3500;2006;72;150000
16950;2011;204;150000
6990;2010;105;150000
4999;2005;90;150000
9200;2006;174;150000
2000;2001;60;150000
590;2000;116;150000
14300;2010;120;150000
600;1999;58;150000
13500;2008;140;125000
3200;2004;116;80000
1400;2000;116;150000
1000;2017;65;150000
599;2017;0;125000
3800;2001;218;150000
10900;2015;110;20000
7199;1999;225;150000
55;1999;43;150000
250;2005;0;5000
7499;2006;140;150000
800;2000;144;150000
0;1985;80;150000
850;2001;54;150000
200;1997;0;150000
1480;1999;0;150000
1500;2001;58;150000
13000;2012;160;50000
7249;2004;150;150000
4350;2005;140;150000
9900;2009;140;150000
180;1995;0;150000
4000;2004;140;70000
4250;2006;113;150000
14700;2011;152;125000
950;2016;100;150000
4250;2004;173;150000
3499;1999;184;150000
14999;2001;306;90000
2150;2004;105;150000
699;2005;44;150000
3990;1999;180;150000
2500;2006;105;125000
5580;2005;140;150000
3990;2005;110;150000
1050;1998;0;150000
11499;2008;102;150000
650;1998;106;150000
2750;2001;101;150000
850;2000;101;150000
0;2002;163;150000
5999;2009;82;90000
5900;2010;69;50000
0;2000;0;150000
9999;2013;90;40000
15400;2009;170;125000
1000;1998;125;125000
1499;2003;0;125000
17800;2006;224;150000
150;1999;0;150000
0;1993;75;150000
333;2000;60;125000
1800;1995;136;150000
1299;2001;192;150000
2800;2006;75;150000
14999;2009;136;90000
3900;2017;103;150000
400;2005;0;150000
2800;2017;136;150000
2900;2005;90;150000
1699;2003;98;150000
700;1993;0;150000
5500;2001;220;150000
600;2000;0;150000
450;2000;0;150000
6700;2004;305;150000
2700;2004;75;150000
333;1997;90;150000
1600;1994;60;150000
7350;2007;120;70000
200;2000;75;150000
5250;2009;120;100000
8200;1999;102;150000
8500;2006;170;125000
10500;2005;225;150000
2900;2001;131;150000
550;1995;75;100000
6199;2017;0;150000
3150;2006;128;150000
2300;2000;150;150000
11250;2009;160;100000
8990;2006;163;150000
4500;2007;131;150000
13999;2006;311;80000
2000;1999;0;150000
950;1997;75;150000
9250;2008;192;90000
8700;1992;178;150000
1450;2000;113;125000
2000;1998;118;150000
8999;2010;126;150000
900;2000;150;150000
1100;2006;52;150000
400;1997;116;150000
5950;1978;89;50000
690;1995;102;150000
800;1997;95;150000
5790;2000;274;150000
15000;2015;120;20000
1450;2001;0;150000
1200;2001;125;150000
250;1998;0;150000
2999;2002;110;150000
1690;1997;102;150000
0;2004;275;150000
8699;2007;163;150000
1000;1995;45;150000
1600;2005;121;150000
3500;2000;55;100000
3450;2003;116;150000
6000;2006;129;150000
750;1998;150;150000
300;2016;60;125000
1999;1999;116;150000
5550;2009;99;90000
1499;2003;122;150000
6000;2002;193;150000
12499;2008;200;150000
500;2017;60;150000
6400;2009;128;100000
1300;2000;0;150000
3999;2003;131;150000
1900;1999;105;150000
2800;1997;150;150000
2350;2005;109;150000
3000;2017;163;150000
4900;2004;105;5000
2300;1989;0;150000
600;2001;55;150000
9499;2011;163;150000
2100;2000;116;150000
3300;2008;69;150000
3900;1996;102;150000
11000;2007;0;125000
14500;2006;231;150000
4000;2006;65;70000
3300;2005;70;100000
8299;2001;163;150000
800;1997;0;150000
600;1995;116;150000
8500;2000;102;150000
1850;2001;114;100000
1150;1999;0;150000
3500;2001;60;125000
1200;1997;75;125000
10950;1979;0;80000
7900;2003;170;125000
20000;2011;265;50000
0;2000;205;150000
16450;2010;170;60000
400;1999;101;150000
17600;2012;122;80000
13500;2012;140;50000
7600;2006;170;150000
7999;1992;209;150000
7995;2008;102;90000
1000;1995;174;150000
1500;1999;122;150000
150;1998;0;5000
1800;1992;133;150000
3950;2010;56;150000
1;2017;54;100000
650;1994;60;150000
2500;2017;0;150000
1600;1995;150;150000
3000;1998;116;150000
500;2000;50;90000
5499;2005;163;150000
1000;1998;75;150000
1500;1996;150;150000
0;1998;193;150000
4750;2004;131;150000
2950;2000;116;150000
1450;2003;104;150000
10900;2010;122;100000
8500;2006;140;150000
5999;2009;60;70000
5450;2003;204;150000
15900;2006;218;90000
2950;2004;80;150000
12500;2010;143;125000
1150;1999;75;150000
1200;1996;102;150000
4500;1962;0;20000
6900;2005;140;150000
2200;2002;75;150000
10600;2012;99;30000
3700;2006;83;125000
4900;2002;75;125000
1450;1999;50;125000
1300;1999;44;70000
1500;1996;75;125000
10950;2009;200;80000
15600;2012;163;30000
0;1997;141;150000
15500;2008;286;150000
18000;2010;245;60000
8750;2011;86;50000
3250;1961;24;100000
450;1999;0;150000
2200;2004;80;125000
2400;2007;90;150000
499;1996;45;150000
6400;2009;155;100000
2000;1994;0;150000
1900;2003;166;150000
1990;2002;121;150000
7500;2004;163;150000
12990;2010;140;70000
2000;2005;109;90000
950;1998;122;150000
9700;2007;140;125000
12900;2014;105;150000
3790;2007;71;80000
4200;2004;90;125000
1090;2000;58;150000
2300;2004;65;150000
12800;2006;250;150000
1950;2018;0;150000
700;1998;90;150000
3400;2000;150;150000
3499;2001;160;150000
1200;1997;136;150000
1;1994;140;150000
1499;1997;0;150000
500;1996;150;150000
2000;1995;0;100000
4740;2009;82;90000
900;2000;60;150000
6499;2004;131;125000
650;2000;0;150000
800;1999;86;150000
6700;2008;95;40000
375;1995;85;150000
9500;2006;116;40000
2200;2005;0;150000
550;1999;60;150000
1299;1999;98;150000
1200;2002;0;150000
1;1999;150;150000
3999;2005;105;150000
1350;2017;0;150000
0;2000;125;150000
1400;1997;90;150000
14000;2009;211;100000
5650;2004;122;150000
4000;2004;60;40000
1599;2003;69;150000
2200;2000;103;90000
3000;2002;125;150000
8886;2008;160;150000
9300;2010;136;30000
650;1997;114;150000
8500;2005;200;150000
7450;2004;136;150000
3500;2003;143;150000
750;1994;45;150000
600;1996;75;150000
3999;2007;80;80000
800;2000;170;150000
