Price;RegistrationYear;Power;Kilometer
1250;2005;0;150000
1699;2001;75;125000
2500;2006;136;150000
850;2000;54;150000
20000;2011;265;50000
8500;1988;171;150000
2999;2002;82;90000
4990;1983;136;150000
750;1998;150;150000
950;1995;113;150000
650;2003;120;150000
600;1999;116;150000
8250;2013;90;60000
1199;1999;75;150000
8249;2016;177;150000
1500;1983;122;150000
15390;2011;140;40000
1399;2001;105;125000
2;2002;272;5000
899;1991;60;125000
1200;1998;101;125000
2250;1999;160;5000
0;2017;750;150000
2500;2002;110;150000
3150;1996;150;150000
1000;1994;192;150000
3150;2004;75;150000
3950;2007;80;125000
4550;2007;95;150000
1100;2002;58;150000
3850;1994;78;150000
3500;2008;91;70000
2100;2002;75;150000
2600;2005;0;150000
200;2005;0;150000
11400;2006;340;150000
1499;2017;95;150000
1200;1998;170;150000
7500;2005;115;125000
1699;1994;115;150000
2300;2001;115;150000
2499;2000;0;150000
17307;2013;102;80000
2790;2003;101;125000
3200;2007;0;150000
1500;2016;67;125000
2450;2003;54;150000
9300;2009;160;150000
2900;1992;231;150000
18500;2014;105;30000
1650;2007;67;150000
1950;1999;60;30000
2200;2018;0;20000
4500;2001;131;150000
1900;2000;54;50000
1200;2003;58;125000
6100;2007;163;150000
1799;2000;75;150000
1700;2000;101;150000
15000;2013;86;50000
3500;2002;116;150000
3850;2005;140;150000
2999;2002;101;150000
575;2017;140;150000
3100;2002;122;150000
12999;2007;197;150000
850;2001;75;150000
500;1999;55;150000
10333;2010;120;50000
8450;2010;116;80000
3650;2005;75;125000
1250;1998;101;150000
1250;2000;136;150000
2800;2004;60;100000
4590;2004;192;125000
3333;2018;77;60000
4499;1980;0;5000
3950;1997;150;125000
7150;2001;192;150000
2400;2003;0;150000
8990;2013;70;150000
2550;2002;61;40000
1600;1999;75;125000
3799;2009;68;70000
2700;2000;102;150000
0;2000;0;150000
5500;2009;90;70000
10250;2010;105;90000
1200;1998;0;150000
3800;2016;110;150000
15990;2013;163;90000
6350;2008;174;150000
13000;2011;184;60000
3000;1995;150;150000
150;2000;54;150000
1750;2003;60;125000
2500;2017;150;150000
1250;2000;131;150000
750;1996;90;150000
1000;1999;101;150000
2950;2003;125;150000
0;1996;75;150000
11555;2008;160;150000
17500;2009;235;150000
2000;2002;60;150000
1050;2000;145;150000
499;1994;140;150000
1600;1998;131;150000
19300;2017;143;125000
100;1999;130;150000
2300;1999;125;150000
2000;2006;63;80000
399;1999;100;150000
6595;2004;250;150000
300;2000;45;150000
4980;2006;200;150000
290;1994;106;150000
4900;2002;150;125000
13299;2011;102;30000
2000;2005;68;150000
1100;2000;0;90000
7950;2008;163;150000
4000;2016;179;150000
3400;2002;155;150000
1390;2018;0;150000
1100;1999;116;150000
3500;2000;184;150000
4950;2003;150;150000
2399;2005;110;150000
4444;2007;69;125000
6500;2004;163;125000
800;1998;89;150000
999;2001;0;90000
3400;2005;120;150000
12995;2010;125;40000
11799;2009;136;150000
700;2001;0;5000
3990;1999;102;40000
950;2000;0;150000
500;1999;102;150000
1150;2001;0;150000
7490;2009;144;100000
8500;2000;265;150000
19990;2014;150;40000
3780;2004;101;150000
4400;2009;80;60000
699;1996;0;100000
490;2005;0;150000
2850;2001;102;150000
12400;2004;272;150000
7900;1965;82;80000
11000;2006;349;150000
6950;2010;86;125000
3650;2001;286;150000
280;1995;40;150000
1150;1999;60;150000
1390;2017;107;150000
3450;1999;170;150000
500;2001;220;150000
5900;2006;140;150000
1800;2004;95;150000
1200;2004;68;150000
1499;1998;150;150000
999;1998;0;150000
12500;2008;131;150000
6300;2006;140;150000
6500;2017;126;125000
6300;2007;105;150000
1900;2005;95;125000
997;2001;60;150000
8887;2013;60;50000
4950;2006;101;125000
699;1970;0;100000
6100;2003;163;150000
4450;2006;75;150000
750;2017;102;150000
1050;2000;130;150000
13980;2011;0;80000
900;1985;41;80000
999;2001;186;100000
15800;2011;260;50000
10499;2007;218;125000
1099;2002;75;150000
500;1999;55;150000
4300;2007;80;80000
699;2016;0;150000
5888;2009;80;100000
2700;2002;115;150000
300;1999;90;150000
1150;1998;101;150000
3500;2007;92;150000
850;2002;64;150000
2500;2001;109;150000
5200;2004;0;150000
3500;2003;103;100000
10299;2010;90;125000
5500;1978;156;150000
14999;2006;231;150000
200;2005;0;100000
4900;2010;60;150000
4800;2008;86;90000
4250;2001;75;90000
8350;2000;102;150000
1000;1997;115;150000
350;1995;60;150000
1800;1998;90;150000
1000;1996;122;150000
11490;2009;125;70000
7990;2010;86;50000
4200;1999;218;150000
1300;1999;65;150000
2200;2017;150;150000
4300;2007;170;150000
500;1999;54;90000
8950;2017;102;80000
990;2001;116;150000
1290;1999;101;125000
8199;2005;200;150000
13900;2004;163;50000
800;1998;0;150000
3300;2002;129;150000
5999;2017;190;150000
650;1999;110;150000
3900;2002;170;150000
3950;2004;116;125000
9100;2008;140;125000
1299;1998;140;150000
0;1997;0;150000
3900;1997;116;5000
3500;2016;69;125000
7200;2006;158;150000
3000;2002;101;150000
2850;2003;0;150000
840;1998;75;5000
1699;1998;50;150000
18500;2014;131;70000
1699;2003;209;150000
13150;2010;197;150000
15000;2009;190;150000
2500;1997;64;150000
5000;2005;125;125000
2699;2004;75;150000
3999;2002;131;150000
1;2001;55;150000
1990;1990;108;150000
3500;2002;109;125000
7400;2016;0;150000
2700;2001;102;150000
3800;2006;140;125000
14600;2008;177;150000
19500;2010;325;70000
4880;2007;101;150000
1800;1999;128;150000
2399;2002;65;125000
2600;2005;0;150000
8850;2005;163;100000
19999;2009;200;125000
4450;1992;98;150000
3300;2009;76;70000
4600;2005;80;80000
9999;2006;170;150000
11600;2011;117;125000
17000;2011;156;60000
3000;2005;0;150000
5500;1997;193;150000
2800;2009;54;90000
6250;2007;105;150000
3999;2009;0;125000
1150;1993;135;150000
14999;2009;0;150000
3300;1991;129;150000
1500;2005;90;60000
2300;2017;95;150000
17250;2006;174;150000
1550;1997;60;80000
1500;2001;43;150000
1850;1991;115;150000
6000;1995;200;150000
4000;2005;64;90000
350;1997;75;60000
4400;1991;185;150000
14250;2009;272;125000
2720;1995;0;150000
0;1993;0;150000
1500;2000;147;150000
8500;2009;140;60000
1700;2004;60;90000
4000;1995;0;150000
4400;2005;61;60000
499;1995;115;150000
8300;2011;116;100000
10700;2018;151;150000
400;2017;0;150000
5990;2004;102;80000
8000;1997;260;150000
3390;1996;0;150000
0;2005;69;125000
4500;2006;111;70000
3800;2002;102;100000
1800;1995;129;150000
11400;2009;143;150000
333;1997;75;125000
3650;2007;80;150000
2390;2000;101;125000
1500;1998;75;150000
1300;1986;54;150000
2100;2002;125;150000
5750;2011;87;90000
1300;2004;58;125000
500;1991;69;150000
4500;2003;190;150000
3200;2003;125;150000
2200;2002;150;150000
9999;2009;140;70000
7200;2016;0;150000
1300;1994;0;150000
1400;2000;54;150000
10490;2013;90;40000
6000;2008;100;90000
14990;2005;350;150000
2650;2017;75;100000
0;2012;177;80000
1990;1996;110;150000
300;1998;141;150000
1100;2001;56;150000
0;1995;60;150000
4500;2009;65;40000
1750;2001;163;150000
950;2002;60;125000
13333;2008;190;150000
13800;2012;114;150000
9500;2016;116;125000
16999;2015;110;20000
4999;2004;75;125000
199;1997;0;150000
11300;2009;140;150000
3100;2005;953;150000
200;2000;0;150000
700;2000;74;150000
3000;2000;41;125000
3990;2004;90;125000
1200;2000;101;150000
6500;2006;170;125000
598;2003;65;150000
1200;2000;105;150000
2600;2002;155;150000
4500;2018;0;150000
17000;2009;204;100000
8290;2000;218;150000
7200;2010;86;50000
2890;2003;109;70000
1600;2003;55;20000
1000;2018;101;150000
15780;2013;141;125000
1400;2004;69;150000
11250;2013;136;40000
2900;2005;0;150000
6800;2017;0;150000
11499;2012;0;30000
4000;2006;140;150000
2900;2003;116;150000
3300;2004;0;150000
4000;2002;145;125000
6700;2013;86;30000
14999;2015;101;20000
749;1999;148;150000
3300;2002;131;100000
1800;2017;115;150000
1950;2004;90;125000
799;2002;75;100000
17000;2011;250;60000
4600;2006;105;150000
4750;2009;69;60000
2500;2005;0;150000
990;2002;136;150000
5990;2003;150;150000
2700;2005;68;150000
3500;2002;102;150000
2650;2004;50;125000
4150;2009;115;150000
4800;2004;150;150000
6700;2006;140;150000
799;1999;125;150000
290;1999;0;125000
8990;2003;170;150000
3800;2002;131;150000
1000;1995;71;150000
1100;1998;0;5000
10900;2008;143;150000
4150;2001;131;150000
2500;2002;82;125000
16950;2013;122;30000
3500;2001;60;70000
4150;2004;102;125000
150;1998;55;150000
16900;2007;272;150000
2000;2000;118;150000
10350;2007;179;150000
2200;2000;197;150000
3600;2001;131;125000
5500;2004;204;150000
1300;2018;0;125000
3399;2002;90;150000
4500;2000;63;80000
11500;2011;150;60000
15999;2008;290;150000
1500;2000;0;150000
470;1997;67;150000
3990;2004;75;90000
750;2018;40;150000
18750;2014;150;20000
1690;2017;0;150000
5200;2007;80;125000
4400;2007;160;150000
19999;2011;177;40000
1500;1997;150;150000
8499;2011;105;150000
1000;2000;90;150000
500;2001;55;150000
550;1999;60;150000
0;1996;150;150000
3000;2000;116;150000
13999;2010;160;150000
16800;2009;136;90000
14990;2014;90;20000
899;2003;128;150000
200;1997;239;150000
3600;2007;0;150000
4500;2004;174;150000
3500;2007;111;125000
2999;2008;0;150000
8300;2017;170;150000
2200;1997;84;150000
1800;2002;167;150000
200;2017;0;125000
500;1999;110;150000
7999;2012;105;150000
1550;2002;101;150000
16500;2016;233;150000
6600;2009;110;150000
850;1999;73;150000
550;1994;122;150000
16000;2011;140;125000
2500;2005;139;150000
0;2000;0;100000
8000;2004;231;150000
15900;2015;90;20000
6290;2013;68;30000
2900;1995;150;150000
850;1997;116;150000
16900;2013;163;150000
2400;2002;150;150000
16900;2011;143;70000
100;2016;39;150000
5800;2009;69;125000
16900;1969;300;100000
6700;2009;69;100000
1899;1991;70;150000
1450;2001;58;150000
3500;2000;150;150000
17800;2006;131;80000
13900;2011;211;125000
3990;2001;170;150000
4200;2004;75;125000
7250;2017;101;150000
650;1994;90;125000
1150;2017;115;150000
7500;1976;65;50000
17900;2012;150;70000
3200;2008;68;70000
850;1995;95;150000
16500;2009;170;90000
650;1998;125;150000
6700;2017;131;150000
550;1989;113;150000
2899;2004;140;150000
4899;1998;193;150000
2199;2003;100;150000
4199;2004;250;150000
4500;2004;163;150000
13999;2010;192;80000
215;2000;90;150000
2000;2000;55;150000
6990;2004;143;100000
4000;2006;111;125000
1699;2003;0;150000
3500;2004;109;150000
19900;1992;299;150000
900;1999;55;150000
850;2002;0;150000
6800;2006;116;125000
500;2000;0;150000
100;2010;0;20000
500;1995;102;150000
800;2017;75;150000
16800;2012;143;125000
5000;2008;116;150000
200;1999;45;150000
14500;2007;140;100000
0;1995;125;150000
8400;2013;101;60000
4500;2002;333;150000
500;1999;140;150000
2300;2008;58;150000
3900;2017;193;150000
3990;2003;131;150000
1900;1988;101;150000
250;1996;90;150000
3500;2006;136;150000
1300;2002;125;150000
1499;2005;65;100000
4300;2002;102;150000
13399;2003;171;125000
2900;2002;136;150000
1200;2004;0;70000
4500;2001;193;150000
2350;2000;118;70000
1600;2004;95;150000
800;1998;147;150000
8500;1999;218;100000
1700;1999;102;150000
1400;2000;93;150000
700;1996;150;150000
580;1998;170;150000
890;1998;90;150000
599;1996;150;150000
3200;2002;111;150000
4990;2003;110;125000
900;1999;101;150000
5000;2008;120;90000
1900;2000;150;150000
899;2000;116;125000
5000;2010;150;90000
500;2000;101;150000
650;2000;0;150000
0;1998;136;150000
2990;2002;147;150000
6000;1990;75;125000
9300;2016;200;150000
17500;2000;231;100000
5250;2003;143;150000
1000;2004;73;150000
430;2001;102;150000
14300;2012;143;125000
2200;2003;65;80000
999;1996;170;150000
1750;1995;211;150000
18900;1991;160;150000
550;1996;136;150000
2750;2007;120;150000
13998;2009;170;100000
3900;2002;101;125000
150;1996;60;150000
1299;1997;116;150000
6990;2004;163;150000
7999;2012;77;20000
1700;1999;110;150000
8900;2008;171;150000
10900;2008;115;90000
980;1999;82;150000
2200;2017;60;125000
0;2004;100;150000
2650;2007;109;150000
6700;1996;190;150000
11300;2010;163;125000
3800;2003;150;150000
2500;2009;0;60000
7800;2004;0;60000
850;2000;75;150000
3600;2006;90;150000
10790;2008;156;125000
850;2000;0;150000
5890;1998;241;150000
6900;2007;190;150000
4900;2002;204;150000
8350;2010;105;150000
1250;2000;131;150000
1200;2001;101;150000
1100;1996;90;150000
6500;2008;140;125000
7500;2011;160;40000
1599;2017;45;150000
8990;2010;142;50000
1450;2017;0;150000
1111;2004;0;150000
900;2005;0;150000
0;2007;500;100000
1950;2000;131;150000
9200;2015;75;5000
2499;1998;165;150000
1000;1999;50;150000
3400;2003;110;150000
1800;2000;75;150000
350;2016;136;150000
1340;1999;101;150000
1400;1992;125;150000
1900;2002;129;150000
350;2000;60;125000
13990;2010;170;100000
8199;2008;109;150000
1999;1999;75;150000
8990;2013;71;10000
16900;2009;143;90000
4150;2005;91;125000
999;1994;75;150000
2900;2005;75;125000
500;2016;0;90000
2200;1998;150;150000
7000;2011;86;70000
2300;2002;109;150000
2600;2005;54;150000
2990;2001;131;150000
0;2003;51;150000
2000;2004;136;150000
4111;2017;0;150000
7999;2007;80;50000
850;2016;101;5000
9500;2009;0;125000
5500;2008;140;150000
1650;2005;170;150000
4900;2005;129;150000
210;2000;75;150000
400;1998;0;150000
4750;1998;190;150000
8200;2005;150;150000
400;1995;0;150000
2300;2004;88;150000
11999;2009;122;5000
400;2000;0;150000
2300;2000;68;150000
0;1998;58;150000
12790;2006;313;150000
4490;2009;105;150000
4200;2008;71;150000
3600;2009;69;125000
150;2000;60;150000
2999;1998;101;150000
800;1970;0;20000
650;1996;60;80000
1699;2005;54;80000
13400;2007;131;60000
1750;2017;101;150000
19200;2011;156;100000
2700;2002;110;150000
650;2000;109;125000
3690;2003;75;100000
3400;2008;78;125000
3500;1984;120;150000
950;2000;145;150000
2650;1999;218;150000
6999;2013;69;20000
0;2005;0;150000
14489;2013;105;60000
1499;2004;60;150000
3200;2004;95;125000
0;2006;170;150000
1400;2000;150;150000
8990;2011;128;60000
1590;2009;54;80000
300;1995;0;150000
8900;2001;343;150000
4400;2009;116;150000
13490;2010;170;125000
950;2002;110;150000
1350;2017;90;150000
5899;2010;101;150000
2799;2003;170;150000
4900;2004;90;90000
7950;1979;95;150000
500;1991;45;100000
1680;2000;0;150000
1350;1980;0;50000
1690;2000;94;150000
890;1998;102;150000
2900;1997;125;150000
3300;2005;80;40000
550;1990;90;150000
11850;2006;224;150000
1950;1996;75;70000
1000;2017;60;150000
400;1992;150;150000
16990;2006;199;150000
4500;2006;120;150000
2000;2001;90;150000
4500;2003;143;150000
5900;1990;98;150000
1350;1996;125;150000
1100;2001;136;150000
250;1999;119;150000
2399;1999;136;150000
1700;2002;164;150000
7250;2011;90;80000
9700;2008;170;150000
1100;1999;60;150000
5000;2005;256;150000
950;1996;75;150000
6500;2009;125;125000
8500;1987;170;150000
888;2016;54;100000
19900;2012;170;70000
10000;1982;108;100000
2500;2005;90;150000
8900;2005;209;150000
599;1991;75;150000
3150;2008;109;150000
300;1997;125;150000
0;1995;0;150000
8000;2005;0;100000
300;1998;75;150000
1100;2017;102;150000
1100;2017;75;150000
8750;2005;231;150000
1500;1999;105;125000
10900;2008;116;40000
9250;2008;150;150000
7000;2010;112;80000
0;2015;0;125000
3800;1992;110;150000
4500;2006;109;125000
8590;2013;87;30000
12400;2008;224;150000
0;1997;170;5000
1700;2003;107;125000
2990;2002;109;150000
2400;2002;116;150000
500;2000;116;150000
2250;1991;90;150000
7390;2004;179;150000
1950;2003;64;150000
2400;1998;170;150000
500;2000;44;150000
10400;2009;109;90000
300;1993;75;150000
750;2016;116;150000
950;2000;75;150000
900;1997;60;150000
4900;2008;105;150000
2600;2003;170;150000
1300;2016;101;150000
2800;1998;115;90000
0;2017;0;150000
1000;2018;82;150000
700;1998;65;150000
2890;1998;101;150000
395;1998;101;150000
2590;2006;88;150000
1000;2000;120;125000
2399;2001;75;50000
6499;2007;170;30000
3100;2017;200;150000
3650;2017;140;150000
8000;2012;114;100000
999;1990;0;30000
750;1998;0;150000
2350;1999;110;150000
250;1998;100;150000
4999;2005;192;125000
1;1996;0;150000
11999;2007;306;150000
8450;2009;122;90000
666;1997;60;150000
4700;2001;192;150000
3500;2006;95;150000
1400;2001;75;150000
7000;2004;218;150000
12500;2012;92;60000
1500;2002;105;150000
0;1995;0;5000
4700;2008;71;125000
0;1999;115;150000
3800;2017;0;150000
1699;1992;0;150000
1100;1999;193;150000
800;1998;60;150000
750;1992;50;150000
9250;2017;114;90000
3500;2002;84;150000
3499;1985;39;40000
13800;2008;140;125000
11500;1991;326;150000
5500;2006;102;150000
9800;2007;235;150000
1900;2005;101;150000
11750;2013;86;50000
3700;2007;150;150000
6199;2004;171;150000
300;1998;54;150000
1800;1997;150;150000
9449;2005;178;150000
750;1998;56;150000
1800;2003;103;125000
6000;2011;60;20000
2300;2003;109;125000
6900;2006;143;125000
750;1997;45;100000
3190;2003;69;150000
2900;2004;121;150000
800;2016;75;150000
4950;2008;77;100000
700;2016;90;150000
13490;2010;163;125000
5800;2006;150;150000
9950;2011;130;150000
0;2003;0;150000
999;2000;50;150000
3400;2004;105;150000
1400;1996;60;20000
1999;1999;0;150000
3500;2017;143;150000
1299;2005;95;150000
80;2016;45;150000
9750;2005;226;90000
9500;2007;140;50000
3290;2001;131;150000
3399;2004;163;125000
15000;1980;67;150000
1500;1999;0;150000
11900;2006;286;150000
12000;2012;140;125000
5000;2001;170;150000
0;2006;0;150000
350;1997;0;150000
7999;2005;95;100000
3800;2017;110;150000
800;1992;75;150000
5299;1990;170;100000
3499;2003;116;150000
4100;2017;105;150000
1000;2000;68;125000
1299;2003;0;150000
9000;1972;80;125000
799;1998;60;125000
3999;2002;109;70000
8200;2005;204;150000
800;2000;60;150000
1700;1982;0;150000
11500;2018;200;60000
250;2016;0;20000
4349;2005;150;150000
800;2017;125;150000
2500;2001;0;150000
80;1990;0;150000
3500;2005;54;60000
7399;2004;256;150000
599;1997;54;150000
7950;2010;101;30000
10500;2017;150;125000
450;1998;75;150000
9500;2017;95;90000
1100;1998;101;150000
3500;2007;70;125000
2250;2016;174;150000
7950;2005;140;150000
700;2000;0;150000
4500;2005;102;150000
2850;2004;120;90000
6300;2008;105;150000
550;1996;54;150000
5300;1999;310;150000
1549;1998;75;150000
1700;1992;116;100000
1100;2000;140;150000
4300;2006;125;150000
5500;2008;140;100000
4850;2004;163;150000
2600;2005;0;150000
13299;2011;122;60000
4500;2005;130;5000
800;1999;75;100000
2290;2003;103;100000
6980;2013;60;20000
1750;2018;54;90000
6400;2009;140;150000
200;1997;0;150000
2900;1997;165;150000
400;1999;75;150000
2450;2005;105;150000
400;1999;131;150000
2800;2000;184;150000
1850;2003;136;150000
7000;2006;177;150000
17199;2010;203;100000
2750;2005;136;150000
5450;2000;150;90000
0;1993;143;150000
5400;2007;95;150000
2750;1998;116;150000
5900;2004;150;125000
6099;2012;69;80000
2800;1991;150;150000
1190;2000;75;150000
18700;2009;160;70000
1900;1994;192;150000
3250;2005;101;150000
500;1994;88;150000
2900;2007;88;125000
2345;2001;45;90000
150;2016;75;70000
1111;2001;50;150000
800;1999;101;150000
0;1970;0;150000
7300;2009;80;125000
4500;2007;54;60000
2950;2001;129;150000
0;2000;0;5000
16950;2009;140;90000
8000;2016;0;125000
8950;2008;177;150000
699;2016;60;150000
1550;1993;60;150000
2600;2004;0;5000
9500;2008;136;125000
1600;2003;75;125000
870;2000;16;150000
4600;1983;170;90000
1999;2002;125;150000
11250;1999;120;150000
9999;1982;69;50000
650;2016;75;5000
400;2000;58;150000
8000;2009;115;150000
0;1993;101;100000
1190;2016;101;150000
1300;2004;60;150000
4000;2007;101;150000
12490;2010;185;125000
11490;2007;200;90000
0;2017;193;150000
1000;1994;116;150000
2099;2007;69;90000
2250;2003;75;150000
15400;2010;170;150000
599;2000;85;150000
7300;2005;231;150000
1450;1999;58;80000
2190;2000;0;100000
10900;2009;125;100000
1100;1996;101;150000
1300;1996;0;150000
5000;1995;220;150000
8600;2004;163;125000
14000;2006;265;125000
850;2003;103;150000
5900;2016;0;150000
5400;2003;177;150000
9950;2008;155;125000
301;2015;136;30000
13999;1995;193;5000
1550;2007;88;150000
1600;1991;132;150000
600;2001;120;150000
14500;2006;250;150000
10500;2011;105;60000
2999;2005;75;150000
1700;2000;163;150000
2950;2004;90;100000
1290;2001;101;150000
13900;2006;476;150000
6750;1994;264;125000
750;1998;60;150000
400;1998;0;150000
1599;1995;68;150000
3950;2005;109;150000
750;2000;0;150000
570;2016;75;150000
17444;2008;265;125000
1480;2018;54;150000
6300;2002;88;125000
400;1999;152;150000
680;2017;90;80000
1400;2005;82;100000
3000;2002;180;150000
900;1993;150;150000
9990;1993;193;80000
2750;2003;47;150000
5600;2005;110;100000
999;1996;75;150000
1300;1999;50;150000
1800;2006;0;90000
1550;1994;150;150000
12999;2016;140;150000
700;1998;60;150000
12500;2009;175;150000
3500;2010;60;60000
890;1989;132;150000
1800;2000;0;150000
700;2000;115;150000
3000;2003;140;150000
1790;2018;58;125000
1499;2002;60;150000
2879;1991;77;30000
6150;2005;117;125000
2500;2002;65;150000
4750;2003;156;150000
3200;2009;0;150000
4200;2005;0;150000
9300;2007;150;125000
550;2000;55;150000
2700;2001;131;150000
4650;2004;105;90000
4200;2004;77;150000
1650;2000;101;150000
4800;2003;116;150000
1200;1994;136;100000
2700;2005;61;100000
350;2012;204;60000
6500;2003;170;125000
5750;2005;155;150000
0;2015;0;5000
5900;2002;163;125000
799;1998;90;150000
3100;2008;0;150000
3799;2000;163;150000
0;1983;0;150000
6000;2005;200;150000
5550;2007;102;150000
2700;2000;125;150000
3990;2017;81;60000
5000;2005;75;125000
250;1997;144;150000
2800;2006;0;125000
600;1996;75;150000
1;1995;75;150000
900;1998;75;100000
6450;2012;71;60000
4444;2002;101;125000
2400;2016;101;150000
2400;2003;133;150000
3300;2018;102;150000
3700;2008;45;150000
500;1995;50;150000
750;1999;0;150000
1300;2017;0;150000
2100;2007;109;150000
12900;2012;102;70000
5200;2004;272;150000
5350;2000;184;150000
6790;2017;85;50000
6000;1997;193;150000
1400;2017;0;150000
590;2001;57;125000
1090;2001;75;150000
8300;2006;150;150000
16890;2009;185;150000
1950;2003;75;150000
19500;2000;306;70000
400;2000;100;5000
300;2000;75;150000
2699;2001;82;125000
7500;2006;140;150000
2500;2017;75;90000
2800;2017;95;150000
13000;2006;272;150000
7000;2007;0;150000
150;1996;55;150000
2650;2005;54;125000
9500;2004;170;150000
5700;2009;109;150000
12900;2012;136;150000
6500;2011;0;60000
8900;2004;250;150000
12290;2013;101;30000
2800;2004;82;125000
800;1999;101;150000
899;2001;59;150000
1850;2002;150;150000
3900;2002;75;100000
2650;2008;75;150000
15990;2008;179;125000
790;2001;60;150000
12800;2011;184;125000
1500;1995;192;150000
7200;2012;75;50000
6900;2008;143;150000
4500;2008;109;150000
600;2000;0;150000
250;1996;0;100000
4150;2006;109;125000
300;1994;60;150000
2500;1996;102;150000
4100;2009;140;80000
450;1995;90;150000
980;2017;0;150000
250;2016;131;150000
2000;2005;63;80000
4300;2002;109;150000
450;2000;50;150000
350;1986;75;40000
999;2007;75;150000
1100;1999;75;150000
1500;2006;75;100000
13900;2009;143;70000
3500;1991;192;150000
250;2017;101;20000
1690;1996;90;150000
6500;2005;177;150000
1899;2003;75;125000
1500;2000;0;150000
6000;2004;140;150000
550;1996;45;150000
4400;2009;73;125000
9499;2010;160;125000
5500;2000;170;150000
15500;2004;367;150000
9500;2014;70;30000
2499;2000;163;150000
790;2002;0;150000
2500;2008;58;125000
6900;2008;140;150000
790;2000;0;150000
0;2009;201;80000
2300;1994;150;150000
6200;1997;193;150000
700;2016;0;150000
999;2000;60;150000
9550;2007;170;150000
1600;1999;0;60000
8500;2007;226;100000
4850;2011;60;40000
5900;1978;80;80000
850;1997;136;150000
9000;2008;102;125000
6500;1999;179;150000
4600;2016;150;150000
799;2001;114;150000
4000;2004;0;150000
3100;1999;120;150000
5500;2006;0;125000
9800;2012;108;60000
1550;2002;116;150000
5500;2007;143;125000
5100;1995;220;150000
7799;2006;200;125000
200;2000;60;125000
1400;2002;75;150000
2500;2000;118;150000
5400;2007;95;100000
800;1999;60;125000
9250;2009;102;50000
750;2000;75;150000
0;1991;0;150000
0;2005;105;150000
7999;2008;0;100000
0;2000;0;150000
3850;1998;102;150000
0;2000;45;150000
3300;2003;0;150000
8999;2005;224;150000
5400;2001;192;150000
3000;2006;0;150000
1300;1996;60;80000
13500;2007;286;150000
700;2000;0;150000
9999;2009;120;80000
3190;2000;165;150000
3900;2007;101;70000
1199;1995;200;150000
5000;2007;126;50000
3850;2011;61;60000
1600;2016;0;150000
1400;2004;116;150000
1100;2000;170;150000
4950;2008;140;150000
1600;1996;140;150000
7400;2008;105;150000
4990;2008;75;50000
6500;1999;150;150000
1300;2005;109;150000
10500;2008;145;80000
590;2017;0;150000
2800;2004;50;70000
1899;1998;90;5000
9100;2011;105;70000
3950;1980;0;60000
9999;2002;145;40000
550;2000;60;150000
2750;2006;54;150000
1800;2002;75;150000
0;2000;0;150000
7500;2007;140;150000
500;1997;60;150000
12500;2008;204;150000
2750;1997;84;150000
3999;2008;95;125000
2490;2003;109;150000
13600;2010;131;60000
7199;2007;197;150000
1950;2006;140;150000
200;1994;60;5000
2100;1996;54;125000
3100;2000;0;150000
2400;2004;0;150000
4000;2003;74;125000
1700;1992;115;150000
850;2002;0;150000
200;2016;60;150000
1300;1980;110;150000
4650;2008;135;150000
300;1999;55;150000
750;1997;54;150000
1999;1997;150;150000
499;1999;90;150000
3299;2005;105;150000
3899;2006;125;150000
3400;2010;58;100000
1000;1996;115;150000
600;1995;0;150000
6450;2007;143;150000
7500;2010;82;70000
7799;2012;75;30000
2000;2004;101;20000
3150;2005;74;70000
800;1998;116;150000
8000;2004;170;150000
700;1996;90;150000
2900;2000;0;150000
2000;1998;279;150000
2650;2001;75;100000
1990;2004;64;150000
900;1995;115;150000
7450;2006;140;150000
780;2005;0;150000
6590;2005;204;150000
1200;2001;101;150000
2450;2001;98;80000
2499;2017;185;150000
2000;2016;116;150000
290;1999;136;150000
4100;2005;0;150000
12950;2007;235;150000
0;1995;82;150000
1250;1995;0;150000
6750;2007;185;150000
3149;2001;0;150000
1850;2001;75;150000
2150;2002;116;150000
1199;1997;118;150000
250;1996;0;150000
2200;1995;150;150000
9850;2014;86;30000
8500;2008;170;150000
2000;1995;326;150000
1450;2016;0;150000
3800;2009;68;70000
8900;2004;218;150000
13250;2012;150;50000
700;1999;44;150000
3890;2018;106;125000
600;2016;0;150000
4500;2001;101;150000
1750;2003;60;150000
5950;2005;116;150000
4200;2000;165;150000
350;2001;85;150000
0;2008;147;150000
2100;2006;207;150000
11930;2008;204;150000
700;2000;75;150000
750;2002;105;150000
1200;2004;0;150000
4999;2007;0;125000
5990;2005;102;90000
200;2001;60;125000
300;1997;0;150000
350;2000;0;150000
500;1993;90;150000
1000;2007;90;150000
2000;2000;101;150000
0;1991;55;5000
16900;2018;211;40000
1850;2018;100;150000
800;1995;75;150000
5399;2010;54;125000
1000;1998;118;150000
8500;2011;81;150000
1600;1998;101;150000
15999;2009;143;125000
8600;2007;129;125000
450;1994;90;150000
899;2018;0;150000
8200;2003;102;150000
1200;2017;0;150000
1100;2000;55;125000
3299;2007;121;150000
650;2000;0;150000
500;2017;101;150000
1300;1998;102;150000
13900;2003;228;90000
8500;2012;69;50000
1350;1999;60;150000
1400;1997;101;150000
600;2001;60;125000
8500;2007;140;125000
13131;2011;140;125000
9990;2009;140;150000
3600;2004;109;150000
500;1999;60;150000
599;1998;177;150000
